"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-15 00:00:00","2024-06-15 19:51:00","Bayview Hunters Point","Traffic Collision","Traffic Collision","Cite or Arrest Adult","Bayview","Traffic Collision","240375346"
"2024-06-15 00:00:00","2024-06-15 20:00:00","Inner Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240376350"
"2024-06-15 00:00:00","2024-06-15 20:00:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Breaking Windows","240376413"
"2024-06-15 00:00:00","2024-06-15 20:02:00","Tenderloin","Robbery","Robbery","Open or Active","Tenderloin","Robbery, Att., W/ Force","240375324"
"2024-06-15 00:00:00","2024-06-15 20:05:00","South of Market","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Aided case, Naloxone Deployment","240375330"
"2024-06-15 00:00:00","2024-06-15 20:39:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery","240375380"
"2024-06-15 00:00:00","2024-06-15 20:58:00","Portola","Missing Person","Missing Person","Open or Active","Bayview","Found Person","240375421"
"2024-06-15 00:00:00","2024-06-15 21:00:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240376554"
"2024-06-15 00:00:00","2024-06-15 21:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Pickpocket, >$950","240375716"
"2024-06-15 00:00:00","2024-06-15 21:00:00","Castro/Upper Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240378475"
"2024-06-15 00:00:00","2024-06-15 21:30:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Conspiracy","240375465"
"2024-06-15 00:00:00","2024-06-15 21:30:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240375540"
"2024-06-15 00:00:00","2024-06-15 21:30:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","240375465"
"2024-06-15 00:00:00","2024-06-15 21:36:00","Mission","Disorderly Conduct","Disorderly Conduct","Open or Active","Mission","Terrorist Threats","240375584"
"2024-06-15 00:00:00","2024-06-15 21:44:00","Portola","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Other Vehicle","240374718"
"2024-06-15 00:00:00","2024-06-15 22:00:00","Hayes Valley","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Vehicle","240375506"
"2024-06-15 00:00:00","2024-06-15 22:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Unlocked Vehicle, >$950","246078047"
"2024-06-15 00:00:00","2024-06-15 22:20:00","Portola","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","240375512"
"2024-06-15 00:00:00","2024-06-15 22:28:00","Western Addition","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240375590"
"2024-06-15 00:00:00","2024-06-15 22:30:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Apartment House, Forcible Entry","240376388"
"2024-06-15 00:00:00","2024-06-15 22:30:00","Japantown","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240376253"
"2024-06-15 00:00:00","2024-06-15 22:39:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, From Person, $200-$950 (other than Pickpocket)","240375556"
"2024-06-15 00:00:00","2024-06-15 22:49:00","Castro/Upper Market","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Mission","Malicious Mischief, Vandalism to Vehicle","240375578"
"2024-06-15 00:00:00","2024-06-15 22:49:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","240375578"
"2024-06-15 00:00:00","2024-06-15 22:49:00","Castro/Upper Market","Warrant","Warrant","Cite or Arrest Adult","Mission","Warrant Arrest, Local SF Warrant","240375578"
"2024-06-15 00:00:00","2024-06-15 22:50:00","Bernal Heights","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","240375142"
"2024-06-15 00:00:00","2024-06-15 22:58:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Resisting, Delaying, or Obstructing  Peace Officer Duties","240375603"
"2024-06-15 00:00:00","2024-06-15 22:58:00","Western Addition","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Tenderloin","Traffic Violation Arrest","240375603"
"2024-06-15 00:00:00","2024-06-15 23:11:00","Pacific Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240373873"
"2024-06-15 00:00:00","2024-06-15 23:11:00","Pacific Heights","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Other Weapon","240373873"
"2024-06-15 00:00:00","2024-06-15 23:20:00","Tenderloin","Robbery","Robbery","Open or Active","Tenderloin","Robbery, W/ Knife","240375625"
"2024-06-15 00:00:00","2024-06-15 23:20:00","Tenderloin","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","240375625"
"2024-06-15 00:00:00","2024-06-15 23:20:00","Tenderloin","Weapons Offense","Weapons Offense","Open or Active","Tenderloin","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240375625"
"2024-06-15 00:00:00","2024-06-15 23:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, >$950","246077920"
"2024-06-15 00:00:00","2024-06-15 23:31:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Probation Violation","240375681"
"2024-06-15 00:00:00","2024-06-15 23:31:00","South of Market","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Southern","Weapon, Tear Gas, Possession by Prohibited Persons","240375681"
"2024-06-15 00:00:00","2024-06-15 23:31:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Narcotics Paraphernalia, Possession of","240375681"
"2024-06-15 00:00:00","2024-06-15 23:37:00","Russian Hill","Traffic Collision","Traffic Collision","Open or Active","Northern","Traffic Collision","240375631"
"2024-06-15 00:00:00","2024-06-15 23:45:00","Mission","Robbery","Robbery","Open or Active","Mission","Robbery, Street or Public Place, W/ Force","240375675"
"2024-06-15 00:00:00","2024-06-15 23:45:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, >$950","246078031"
"2024-06-15 00:00:00","2024-06-15 23:45:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240375675"
"2024-06-16 00:00:00","2024-06-16 00:00:00","Presidio Heights","Disorderly Conduct","Disorderly Conduct","Open or Active","Richmond","Terrorist Threats","240377176"
"2024-06-16 00:00:00","2024-06-16 00:00:00","Hayes Valley","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246078003"
"2024-06-16 00:00:00","2024-06-16 00:00:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Unlocked Vehicle, >$950","246078025"
"2024-06-16 00:00:00","2024-06-16 00:03:00","Russian Hill","Drug Offense","Drug Offense","Cite or Arrest Adult","Central","Marijuana, Possession For Sale","240375697"
"2024-06-16 00:00:00","2024-06-16 00:03:00","Russian Hill","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Central","Traffic Violation Arrest","240375697"
"2024-06-16 00:00:00","2024-06-16 00:04:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","240375669"
"2024-06-16 00:00:00","2024-06-16 01:00:00","Portola","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Attempted","240376708"
"2024-06-16 00:00:00","2024-06-16 01:00:00","Portola","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","240376708"
"2024-06-16 00:00:00","2024-06-16 01:28:00","Mission","Burglary","Burglary","Open or Active","Mission","Burglary, Other Bldg., Forcible Entry","240375738"
"2024-06-16 00:00:00","2024-06-16 01:30:00","Nob Hill","Assault","Assault","Cite or Arrest Adult","Central","Battery","240375766"
"2024-06-16 00:00:00","2024-06-16 01:30:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Enroute To Outside Jurisdiction","240375766"
"2024-06-16 00:00:00","2024-06-16 01:30:00","Nob Hill","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Central","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240375766"
"2024-06-16 00:00:00","2024-06-16 01:30:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, $50-$200","246077958"
"2024-06-16 00:00:00","2024-06-16 01:37:00","Nob Hill","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240376043"
"2024-06-16 00:00:00","2024-06-16 01:40:00","Castro/Upper Market","Burglary","Burglary","Open or Active","Mission","Burglary, Residence Under Constr, Unlawful Entry","240378209"
"2024-06-16 00:00:00","2024-06-16 01:45:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","240375744"
"2024-06-16 00:00:00","2024-06-16 01:56:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Trespassing","240375750"
"2024-06-16 00:00:00","2024-06-16 01:56:00","Mission","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Southern","Violation of Restraining Order","240375750"
"2024-06-16 00:00:00","2024-06-16 01:56:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240375750"
"2024-06-16 00:00:00","2024-06-16 02:00:00","Bernal Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Truck","240376156"
"2024-06-16 00:00:00","2024-06-16 02:26:00","Mission","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Mission","Disturbing The Peace, Fighting","240375807"
"2024-06-16 00:00:00","2024-06-16 02:26:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Resisting, Delaying, or Obstructing  Peace Officer Duties","240375807"
"2024-06-16 00:00:00","2024-06-16 02:26:00","Mission","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Mission","Alcohol, Under Influence Of In Public Place","240375807"
"2024-06-16 00:00:00","2024-06-16 02:34:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Vehicle","240375794"
"2024-06-16 00:00:00","2024-06-16 02:42:00","Golden Gate Park","Stolen Property","Stolen Property","Cite or Arrest Adult","Taraval","Stolen Property, Possession with Knowledge, Receiving","240375772"
"2024-06-16 00:00:00","2024-06-16 02:42:00","Golden Gate Park","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Taraval","Burglary Tools, Possession Of","240375772"
"2024-06-16 00:00:00","2024-06-16 02:42:00","South of Market","Disorderly Conduct","Disorderly Conduct","Open or Active","Southern","Terrorist Threats","240375788"
"2024-06-16 00:00:00","2024-06-16 02:42:00","Golden Gate Park","Burglary","Burglary","Cite or Arrest Adult","Taraval","Burglary, Residence, Unlawful Entry","240375772"
"2024-06-16 00:00:00","2024-06-16 03:00:00","Excelsior","Recovered Vehicle","Recovered Vehicle","Open or Active","Ingleside","Vehicle, Recovered, Auto","240364781"
"2024-06-16 00:00:00","2024-06-16 03:25:00","Bayview Hunters Point","Other Offenses","Other Offenses","Open or Active","Bayview","Defrauding Gas Station/Taxi Driver","240375829"
"2024-06-16 00:00:00","2024-06-16 03:48:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240375841"
"2024-06-16 00:00:00","2024-06-16 03:58:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","240375835"
"2024-06-16 00:00:00","2024-06-16 04:10:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240376065"
"2024-06-16 00:00:00","2024-06-16 04:13:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Other Property, $50-$200","246077873"
"2024-06-16 00:00:00","2024-06-16 04:17:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Tenderloin","Vehicle, Recovered, Auto","240374558"
"2024-06-16 00:00:00","2024-06-16 04:30:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case","240375857"
"2024-06-16 00:00:00","2024-06-16 04:57:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, $50-$200","246077964"
"2024-06-16 00:00:00","2024-06-16 05:02:00","Sunset/Parkside","Other Miscellaneous","Other Miscellaneous","Open or Active","Taraval","Investigative Detention","240375863"
"2024-06-16 00:00:00","2024-06-16 05:02:00","Sunset/Parkside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Breaking Windows","240375863"
"2024-06-16 00:00:00","2024-06-16 05:43:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, >$950","246077986"
"2024-06-16 00:00:00","2024-06-16 05:45:00","Castro/Upper Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Park","Investigative Detention","240375885"
"2024-06-16 00:00:00","2024-06-16 05:51:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Conspiracy","240375932"
"2024-06-16 00:00:00","2024-06-16 05:51:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Hot Prowl, Unlawful Entry","240375932"
"2024-06-16 00:00:00","2024-06-16 06:00:00","Visitacion Valley","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Other Property, $50-$200","246077889"
"2024-06-16 00:00:00","2024-06-16 06:30:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Threat or Force to Resist Executive Officer","240375283"
"2024-06-16 00:00:00","2024-06-16 06:34:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240378588"
"2024-06-16 00:00:00","2024-06-16 06:43:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240376598"
"2024-06-16 00:00:00","2024-06-16 07:00:00","Treasure Island","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Building, >$950","240380759"
"2024-06-16 00:00:00","2024-06-16 07:00:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Truck","240375926"
"2024-06-16 00:00:00","2024-06-16 07:02:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240375926"
"2024-06-16 00:00:00","2024-06-16 07:18:00","Mission Bay","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Breaking Windows","240376059"
"2024-06-16 00:00:00","2024-06-16 08:06:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Vehicle Strip, >$950","240375976"
"2024-06-16 00:00:00","2024-06-16 08:20:00","Pacific Heights","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To Outside Jurisdiction","240375960"
"2024-06-16 00:00:00","2024-06-16 08:20:00","Pacific Heights","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Local SF Warrant","240375960"
"2024-06-16 00:00:00","2024-06-16 08:20:00","Pacific Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, $200-$950","240375960"
"2024-06-16 00:00:00","2024-06-16 08:26:00","Tenderloin","Other","Other","Open or Active","Central","Death Report, Cause Unknown","240375982"
"2024-06-16 00:00:00","2024-06-16 08:30:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Motorcycle","240376651"
"2024-06-16 00:00:00","2024-06-16 08:54:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Assault, Aggravated, W/ Force","240375998"
"2024-06-16 00:00:00","2024-06-16 09:00:00","Oceanview/Merced/Ingleside","Missing Person","Missing Person","Open or Active","Taraval","Found Person","240376322"
"2024-06-16 00:00:00","2024-06-16 09:00:00","Oceanview/Merced/Ingleside","Missing Person","Missing Person","Open or Active","Taraval","Missing Adult","240376322"
"2024-06-16 00:00:00","2024-06-16 09:11:00","Inner Richmond","Suspicious Occ","Suspicious Occ","Open or Active","Richmond","Suspicious Occurrence","240376184"
"2024-06-16 00:00:00","2024-06-16 09:30:00","Hayes Valley","Lost Property","Lost Property","Open or Active","Park","Lost Property","240376338"
"2024-06-16 00:00:00","2024-06-16 10:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","240377922"
"2024-06-16 00:00:00","2024-06-16 10:30:00","Bayview Hunters Point","Lost Property","Lost Property","Open or Active","Bayview","Lost Property","240377182"
"2024-06-16 00:00:00","2024-06-16 10:30:00","Pacific Heights","Malicious Mischief","Malicious Mischief","Open or Active","Northern","Malicious Mischief, Vandalism to Property","246078439"
"2024-06-16 00:00:00","2024-06-16 10:35:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Resisting, Delaying, or Obstructing  Peace Officer Duties","240376203"
"2024-06-16 00:00:00","2024-06-16 10:35:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","240376203"
"2024-06-16 00:00:00","2024-06-16 10:35:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240376203"
"2024-06-16 00:00:00","2024-06-16 10:52:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240376231"
"2024-06-16 00:00:00","2024-06-16 10:52:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240376231"
"2024-06-16 00:00:00","2024-06-16 10:53:00","Potrero Hill","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Motorcycle","240374241"
"2024-06-16 00:00:00","2024-06-16 11:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $50-$200","240376582"
"2024-06-16 00:00:00","2024-06-16 11:00:00","Pacific Heights","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Defrauding Providers of Food, Fuel, Services, or Accommodations","240376316"
"2024-06-16 00:00:00","2024-06-16 11:20:00","South of Market","Assault","Assault","Cite or Arrest Adult","Southern","Assault, W/ Caustic Chemical to Injure or Disfigure","240376366"
"2024-06-16 00:00:00","2024-06-16 11:20:00","South of Market","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Southern","Animal, Cruelty to","240376366"
"2024-06-16 00:00:00","2024-06-16 11:25:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Tenderloin","Theft, Shoplifting, >$950","240378099"
"2024-06-16 00:00:00","2024-06-16 11:25:00","Financial District/South Beach","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240378099"
"2024-06-16 00:00:00","2024-06-16 11:25:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Tenderloin","Stay Away or Court Order, Non-DV Related","240378099"
"2024-06-16 00:00:00","2024-06-16 11:30:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $50-$200","246078310"
"2024-06-16 00:00:00","2024-06-16 11:32:00","South of Market","Missing Person","Missing Person","Open or Active","Southern","Found Person","220885064"
"2024-06-16 00:00:00","2024-06-16 12:00:00","Golden Gate Park","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, $200-$950","240376770"
"2024-06-16 00:00:00","2024-06-16 12:00:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Building, $50-$200","240381412"
"2024-06-16 00:00:00","2024-06-16 12:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Other Vehicle","240380204"
"2024-06-16 00:00:00","2024-06-16 12:00:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Truck","240380179"
"2024-06-16 00:00:00","2024-06-16 12:00:00","Financial District/South Beach","Burglary","Burglary","Open or Active","Central","Burglary, Hotel Room, Unlawful Entry","240377217"
"2024-06-16 00:00:00","2024-06-16 12:12:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Bayview","Mental Health Detention","240376178"
"2024-06-16 00:00:00","2024-06-16 12:30:00","Japantown","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, <$50","240376441"
"2024-06-16 00:00:00","2024-06-16 12:40:00","Western Addition","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Person, >$950 (other than Pickpocket)","240377251"
"2024-06-16 00:00:00","2024-06-16 12:50:00","Tenderloin","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240376457"
"2024-06-16 00:00:00","2024-06-16 13:00:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","License Plate, Stolen","240377029"
"2024-06-16 00:00:00","2024-06-16 13:00:00","Lakeshore","Assault","Assault","Open or Active","Taraval","Battery","240377198"
"2024-06-16 00:00:00","2024-06-16 13:00:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Unlocked Vehicle, >$950","246078053"
"2024-06-16 00:00:00","2024-06-16 13:12:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Bayview","Malicious Mischief, Vandalism to Property","240376394"
"2024-06-16 00:00:00","2024-06-16 13:12:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Bayview","Vandalism or Graffiti Tools, Possession","240376394"
"2024-06-16 00:00:00","2024-06-16 13:14:00","Castro/Upper Market","Suspicious Occ","Suspicious Occ","Open or Active","Park","Suspicious Occurrence","240376463"
"2024-06-16 00:00:00","2024-06-16 13:21:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Cite or Arrest Adult","Bayview","Vehicle, Stolen & Recovered","240376435"
"2024-06-16 00:00:00","2024-06-16 13:30:00","Portola","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Vehicle","240376639"
"2024-06-16 00:00:00","2024-06-16 13:30:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Northern","Mental Health Detention","240375590"
"2024-06-16 00:00:00","2024-06-16 13:35:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Investigative Detention","240376510"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Inner Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Building, >$950","240376811"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Bayview","Firearm, Possession of Loaded","240376526"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Bayview","Firearm, Carrying Loaded with Intent to Commit Felony","240376526"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Bayview","Firearm, Possession of Loaded","240376526"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Bayview","Weapon, Carrying Concealed","240376526"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Bayview","Firearm, Carrying Loaded with Intent to Commit Felony","240376526"
"2024-06-16 00:00:00","2024-06-16 13:47:00","Potrero Hill","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Bayview","Weapon, Carrying Concealed","240376526"
"2024-06-16 00:00:00","2024-06-16 13:50:00","McLaren Park","Non-Criminal","Non-Criminal","Open or Active","Bayview","Aided Case","240376548"
"2024-06-16 00:00:00","2024-06-16 14:00:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Adult Suspect","240379451"
"2024-06-16 00:00:00","2024-06-16 14:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240377728"
"2024-06-16 00:00:00","2024-06-16 14:00:00","Lone Mountain/USF","Burglary","Burglary","Open or Active","Park","Burglary, Apartment House, Unlawful Entry","240376576"
"2024-06-16 00:00:00","2024-06-16 14:30:00","Lakeshore","Missing Person","Missing Person","Open or Active","Taraval","Missing Adult","240381280"
"2024-06-16 00:00:00","2024-06-16 14:31:00","South of Market","Recovered Vehicle","Recovered Vehicle","Open or Active","Southern","Vehicle, Recovered, Auto","240260145"
"2024-06-16 00:00:00","2024-06-16 14:45:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Other Weapon","240376673"
"2024-06-16 00:00:00","2024-06-16 14:50:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Shoplifting, >$950","240376601"
"2024-06-16 00:00:00","2024-06-16 14:50:00","Noe Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Conspiracy","240376601"
"2024-06-16 00:00:00","2024-06-16 15:00:00","Treasure Island","Assault","Assault","Open or Active","Southern","Battery","240376742"
"2024-06-16 00:00:00","2024-06-16 15:00:00","Treasure Island","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","240376742"
"2024-06-16 00:00:00","2024-06-16 15:03:00","Japantown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Trespassing","240376623"
"2024-06-16 00:00:00","2024-06-16 15:03:00","Japantown","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Northern","Stay Away or Court Order, Non-DV Related","240376623"
"2024-06-16 00:00:00","2024-06-16 15:30:00","Lone Mountain/USF","Missing Person","Missing Person","Open or Active","Park","Found Person","240376720"
"2024-06-16 00:00:00","2024-06-16 15:30:00","Outer Richmond","Assault","Assault","Cite or Arrest Adult","Richmond","Battery","240376689"
"2024-06-16 00:00:00","2024-06-16 15:50:00","Tenderloin","Other Offenses","Other Offenses","Open or Active","Tenderloin","Alcohol, Consuming In Public View","240376667"
"2024-06-16 00:00:00","2024-06-16 15:50:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240376667"
"2024-06-16 00:00:00","2024-06-16 15:55:00","Bayview Hunters Point","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Bayview","Traffic Violation Arrest","240376695"
"2024-06-16 00:00:00","2024-06-16 15:55:00","Bayview Hunters Point","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Bayview","Driving, License Suspended or Revoked","240376695"
"2024-06-16 00:00:00","2024-06-16 15:57:00","Japantown","Burglary","Burglary","Cite or Arrest Adult","Northern","Burglary, Non-residential, Forcible Entry","240374495"
"2024-06-16 00:00:00","2024-06-16 15:57:00","Japantown","Stolen Property","Stolen Property","Cite or Arrest Adult","Northern","Stolen Property, Possession with Knowledge, Receiving","240374495"
