"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-05-06 00:00:00","2024-05-06 01:30:00","Tenderloin","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","240284151"
"2024-05-06 00:00:00","2024-05-06 01:30:00","Tenderloin","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Forcible Entry","240284151"
"2024-05-06 00:00:00","2024-05-06 01:41:00","Mission Bay","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Investigative Detention","240284004"
"2024-05-06 00:00:00","2024-05-06 01:45:00","Mission","Assault","Assault","Open or Active","Mission","Assault, Aggravated, W/ Other Weapon","240284026"
"2024-05-06 00:00:00","2024-05-06 01:45:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","240284060"
"2024-05-06 00:00:00","2024-05-06 01:51:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To Outside Jurisdiction","240284082"
"2024-05-06 00:00:00","2024-05-06 01:51:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Resisting, Delaying, or Obstructing  Peace Officer Duties","240284082"
"2024-05-06 00:00:00","2024-05-06 01:51:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving While Under The Influence Of Alcohol","240284048"
"2024-05-06 00:00:00","2024-05-06 01:51:00","Western Addition","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","240284048"
"2024-05-06 00:00:00","2024-05-06 01:51:00","Nob Hill","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Local SF Warrant","240284082"
"2024-05-06 00:00:00","2024-05-06 01:54:00","Tenderloin","Recovered Vehicle","Recovered Vehicle","Open or Active","Central","Vehicle, Recovered, Auto","240169638"
"2024-05-06 00:00:00","2024-05-06 01:55:00","Tenderloin","Other Offenses","Other Offenses","Open or Active","Tenderloin","License Plate, Recovered","240254966"
"2024-05-06 00:00:00","2024-05-06 03:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, Pickpocket, $200-$950","240287531"
"2024-05-06 00:00:00","2024-05-06 03:45:00","North Beach","Robbery","Robbery","Open or Active","Central","Robbery, W/ Other Weapon","240284101"
"2024-05-06 00:00:00","2024-05-06 04:00:00","Potrero Hill","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Property","240289612"
"2024-05-06 00:00:00","2024-05-06 04:03:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Knife","240284123"
"2024-05-06 00:00:00","2024-05-06 04:48:00","Western Addition","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","240284167"
"2024-05-06 00:00:00","2024-05-06 05:00:00","Mission","Other","Other","Open or Active","Mission","Death Report, Cause Unknown","240284963"
"2024-05-06 00:00:00","2024-05-06 05:00:00","Pacific Heights","Burglary","Burglary","Open or Active","Richmond","Burglary, Apartment House, Unlawful Entry","240289082"
"2024-05-06 00:00:00","2024-05-06 05:12:00","Glen Park","Missing Person","Missing Person","Open or Active","Ingleside","Missing Adult","240284189"
"2024-05-06 00:00:00","2024-05-06 05:12:00","Glen Park","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Aided case, Naloxone Deployment","240284189"
"2024-05-06 00:00:00","2024-05-06 05:12:00","Glen Park","Missing Person","Missing Person","Open or Active","Ingleside","Found Person","240284189"
"2024-05-06 00:00:00","2024-05-06 05:20:00","Mission","Recovered Vehicle","Recovered Vehicle","Open or Active","Mission","Vehicle, Recovered, Auto","240280892"
"2024-05-06 00:00:00","2024-05-06 05:45:00","South of Market","Assault","Assault","Cite or Arrest Adult","Southern","Battery with Serious Injuries","240284214"
"2024-05-06 00:00:00","2024-05-06 05:47:00","Tenderloin","Arson","Arson","Open or Active","Central","Arson, Inhabited Dwelling","240284195"
"2024-05-06 00:00:00","2024-05-06 06:00:00","Western Addition","Burglary","Burglary","Open or Active","Northern","Burglary, Other Bldg., Unlawful Entry","240284894"
"2024-05-06 00:00:00","2024-05-06 07:00:00","Outer Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240288147"
"2024-05-06 00:00:00","2024-05-06 07:00:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240287008"
"2024-05-06 00:00:00","2024-05-06 07:05:00","Western Addition","Other","Other","Open or Active","Northern","Death Report, Cause Unknown","240284264"
"2024-05-06 00:00:00","2024-05-06 07:06:00","Castro/Upper Market","Assault","Assault","Open or Active","Mission","Battery","240284220"
"2024-05-06 00:00:00","2024-05-06 07:45:00","Lone Mountain/USF","Burglary","Burglary","Open or Active","Park","Burglary, Apartment House, Forcible Entry","240285999"
"2024-05-06 00:00:00","2024-05-06 08:15:00","South of Market","Robbery","Robbery","Open or Active","Southern","Robbery, W/ Force","240284292"
"2024-05-06 00:00:00","2024-05-06 08:27:00","West of Twin Peaks","Burglary","Burglary","Open or Active","Ingleside","Burglary, Hot Prowl, Unlawful Entry","240284929"
"2024-05-06 00:00:00","2024-05-06 08:30:00","Bernal Heights","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240284797"
"2024-05-06 00:00:00","2024-05-06 08:30:00","Excelsior","Assault","Assault","Open or Active","Ingleside","Battery","240285303"
"2024-05-06 00:00:00","2024-05-06 08:41:00","Financial District/South Beach","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Motorcycle","240284913"
"2024-05-06 00:00:00","2024-05-06 09:00:00","Western Addition","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, <$50","240284521"
"2024-05-06 00:00:00","2024-05-06 09:30:00","Visitacion Valley","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Vehicle","240284781"
"2024-05-06 00:00:00","2024-05-06 09:40:00","Bayview Hunters Point","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","240286668"
"2024-05-06 00:00:00","2024-05-06 09:45:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Resisting, Delaying, or Obstructing  Peace Officer Duties","240284515"
"2024-05-06 00:00:00","2024-05-06 09:45:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Conspiracy","240284515"
"2024-05-06 00:00:00","2024-05-06 09:45:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Controlled Substance, Possession For Sale","240284515"
"2024-05-06 00:00:00","2024-05-06 09:47:00","Inner Sunset","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Auto","240127448"
"2024-05-06 00:00:00","2024-05-06 09:55:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Shoplifting, <$50","240284418"
"2024-05-06 00:00:00","2024-05-06 09:55:00","Financial District/South Beach","Assault","Assault","Open or Active","Central","Battery","240284418"
"2024-05-06 00:00:00","2024-05-06 09:55:00","Mission Bay","Assault","Assault","Cite or Arrest Adult","Southern","Battery","240284474"
"2024-05-06 00:00:00","2024-05-06 10:00:00","Castro/Upper Market","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240284800"
"2024-05-06 00:00:00","2024-05-06 10:19:00","South of Market","Robbery","Robbery","Open or Active","Tenderloin","Robbery, Att., Bank, W/ Other Weapon","240284468"
"2024-05-06 00:00:00","2024-05-06 10:19:00","South of Market","Disorderly Conduct","Disorderly Conduct","Open or Active","Tenderloin","Terrorist Threats","240284468"
"2024-05-06 00:00:00","2024-05-06 10:19:00","South of Market","Robbery","Robbery","Cite or Arrest Adult","Tenderloin","Robbery, Att., Bank, W/ Other Weapon","240284468"
"2024-05-06 00:00:00","2024-05-06 10:22:00","South of Market","Robbery","Robbery","Cite or Arrest Adult","Tenderloin","Robbery, Att., Bank, W/ Other Weapon","240284468"
"2024-05-06 00:00:00","2024-05-06 10:31:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Search Warrant Service","240280228"
"2024-05-06 00:00:00","2024-05-06 10:33:00","Bernal Heights","Missing Person","Missing Person","Open or Active","Ingleside","Missing Adult","240284509"
"2024-05-06 00:00:00","2024-05-06 11:15:00","Potrero Hill","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","240284957"
"2024-05-06 00:00:00","2024-05-06 11:18:00","Western Addition","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, <$50","240284606"
"2024-05-06 00:00:00","2024-05-06 11:18:00","Western Addition","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, <$50","240284612"
"2024-05-06 00:00:00","2024-05-06 11:40:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Southern","Trespassing","240285494"
"2024-05-06 00:00:00","2024-05-06 11:45:00","South of Market","Assault","Assault","Open or Active","Southern","Assault, Aggravated, W/ Gun","240284753"
"2024-05-06 00:00:00","2024-05-06 11:45:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Breaking Windows","240284753"
"2024-05-06 00:00:00","2024-05-06 11:46:00","Western Addition","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Northern","Theft, Shoplifting, <$50","240284690"
"2024-05-06 00:00:00","2024-05-06 11:49:00","Mission","Assault","Assault","Open or Active","Southern","Assault, Aggravated, W/ Gun","240284753"
"2024-05-06 00:00:00","2024-05-06 11:55:00","South of Market","Assault","Assault","Cite or Arrest Adult","Southern","Assault, Aggravated, W/ Force","240244779"
"2024-05-06 00:00:00","2024-05-06 11:55:00","South of Market","Assault","Assault","Cite or Arrest Adult","Southern","Battery with Serious Injuries","240244779"
"2024-05-06 00:00:00","2024-05-06 12:00:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery, former Spouse or Dating Relationship","240287848"
"2024-05-06 00:00:00","2024-05-06 12:00:00","Portola","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Person, >$950 (other than Pickpocket)","240284941"
"2024-05-06 00:00:00","2024-05-06 12:00:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Phone Calls, Harassing","240286129"
"2024-05-06 00:00:00","2024-05-06 12:00:00","Lakeshore","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","240289656"
"2024-05-06 00:00:00","2024-05-06 12:00:00","Tenderloin","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Out of SF","Vehicle, Recovered, Stolen outside SF","240289076"
"2024-05-06 00:00:00","2024-05-06 12:29:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","240284935"
"2024-05-06 00:00:00","2024-05-06 12:29:00","South of Market","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Southern","Theft, Shoplifting, $50-$200","240284935"
"2024-05-06 00:00:00","2024-05-06 12:30:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Building, $50-$200","240286969"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Conspiracy","240284838"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Methamphetamine, Possession For Sale","240284838"
"2024-05-06 00:00:00","2024-05-06 13:00:00","Hayes Valley","Non-Criminal","Non-Criminal","Open or Active","Park","Found  Property","240284850"
"2024-05-06 00:00:00","2024-05-06 13:00:00","Hayes Valley","Non-Criminal","Non-Criminal","Open or Active","Park","Aided Case -Property for Destruction","240284850"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Conspiracy","240284838"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Southern","Weapon, Carrying Concealed","240284838"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Southern","Methamphetamine, Possession For Sale","240284838"
"2024-05-06 00:00:00","2024-05-06 13:00:00","South of Market","Weapons Offense","Weapons Offense","Cite or Arrest Adult","Southern","Weapon, Carrying Concealed","240284838"
"2024-05-06 00:00:00","2024-05-06 13:08:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Tenderloin","Trespassing","240285284"
"2024-05-06 00:00:00","2024-05-06 13:15:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","240285535"
"2024-05-06 00:00:00","2024-05-06 13:25:00","Mission","Non-Criminal","Non-Criminal","Open or Active","Mission","Found  Property","240284888"
"2024-05-06 00:00:00","2024-05-06 13:30:00","Outer Richmond","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, Pickpocket, <$50","240285773"
"2024-05-06 00:00:00","2024-05-06 13:33:00","Mission Bay","Forgery And Counterfeiting","Forgery And Counterfeiting","Open or Active","Southern","Checks or Legal Instruments, Uttering Forged","240286442"
"2024-05-06 00:00:00","2024-05-06 13:55:00","Portola","Larceny Theft","Larceny Theft","Open or Active","Bayview","Theft, From Locked Vehicle, Att.","240284985"
"2024-05-06 00:00:00","2024-05-06 14:00:00","Tenderloin","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Tenderloin","Violation of Restraining Order","240285018"
"2024-05-06 00:00:00","2024-05-06 14:04:00","West of Twin Peaks","Non-Criminal","Non-Criminal","Open or Active","Park","Found  Property","240284991"
"2024-05-06 00:00:00","2024-05-06 14:20:00","Tenderloin","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240285165"
"2024-05-06 00:00:00","2024-05-06 14:23:00","Mission Bay","Vandalism","Vandalism","Open or Active","Southern","Vehicle, Tampering","240285109"
"2024-05-06 00:00:00","2024-05-06 14:23:00","Mission Bay","Non-Criminal","Non-Criminal","Open or Active","Southern","Mental Health Detention","240285109"
"2024-05-06 00:00:00","2024-05-06 14:25:00","Noe Valley","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Building, >$950","240285472"
"2024-05-06 00:00:00","2024-05-06 14:25:00","Noe Valley","Disorderly Conduct","Disorderly Conduct","Open or Active","Mission","Incident On School Grounds","240285472"
"2024-05-06 00:00:00","2024-05-06 14:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246059871"
"2024-05-06 00:00:00","2024-05-06 14:30:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Building, >$950","240290346"
"2024-05-06 00:00:00","2024-05-06 14:30:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246059871"
"2024-05-06 00:00:00","2024-05-06 14:30:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Conspiracy","240290346"
"2024-05-06 00:00:00","2024-05-06 14:36:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","240285159"
"2024-05-06 00:00:00","2024-05-06 14:43:00","Marina","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Northern","Driving, No License Issued","240285068"
"2024-05-06 00:00:00","2024-05-06 14:43:00","Marina","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Northern","Traffic Violation Arrest","240285068"
"2024-05-06 00:00:00","2024-05-06 14:49:00","Bayview Hunters Point","Assault","Assault","Cite or Arrest Adult","Bayview","Battery","240285115"
"2024-05-06 00:00:00","2024-05-06 14:51:00","Bernal Heights","Missing Person","Missing Person","Open or Active","Ingleside","Found Person","240284509"
"2024-05-06 00:00:00","2024-05-06 15:00:00","Nob Hill","Burglary","Burglary","Open or Active","Central","Burglary, Apartment House, Unlawful Entry","240287365"
"2024-05-06 00:00:00","2024-05-06 15:01:00","Bernal Heights","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","240285256"
"2024-05-06 00:00:00","2024-05-06 15:05:00","Tenderloin","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Central","Theft, Shoplifting, $200-$950","240285438"
"2024-05-06 00:00:00","2024-05-06 15:05:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Central","Warrant Arrest, Local SF Warrant","240285438"
"2024-05-06 00:00:00","2024-05-06 15:12:00","South of Market","Non-Criminal","Non-Criminal","Cite or Arrest Adult","Southern","Search Warrant Service","240284214"
"2024-05-06 00:00:00","2024-05-06 15:40:00","South of Market","Assault","Assault","Open or Active","Southern","Battery","240287597"
"2024-05-06 00:00:00","2024-05-06 15:50:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Central","Vehicle, Stolen, Auto","240286511"
"2024-05-06 00:00:00","2024-05-06 16:00:00","Inner Sunset","Other Offenses","Other Offenses","Open or Active","Park","Public Transit, Acts Against","240285347"
"2024-05-06 00:00:00","2024-05-06 16:00:00","West of Twin Peaks","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Truck","240286759"
"2024-05-06 00:00:00","2024-05-06 16:00:00","Inner Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Vehicle","240287622"
"2024-05-06 00:00:00","2024-05-06 16:00:00","Inner Sunset","Assault","Assault","Open or Active","Park","Battery","240285347"
"2024-05-06 00:00:00","2024-05-06 16:10:00","Marina","Robbery","Robbery","Open or Active","Central","Robbery, Street or Public Place, W/ Force","240285381"
"2024-05-06 00:00:00","2024-05-06 16:30:00","Japantown","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246059865"
"2024-05-06 00:00:00","2024-05-06 16:35:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","240285375"
"2024-05-06 00:00:00","2024-05-06 16:35:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","240285375"
"2024-05-06 00:00:00","2024-05-06 16:39:00","Lone Mountain/USF","Missing Person","Missing Person","Open or Active","Park","Found Person","240283799"
"2024-05-06 00:00:00","2024-05-06 16:41:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240285422"
"2024-05-06 00:00:00","2024-05-06 16:41:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240285422"
"2024-05-06 00:00:00","2024-05-06 16:55:00","Bayview Hunters Point","Warrant","Warrant","Cite or Arrest Adult","Bayview","Warrant Arrest, Enroute To US Marshall","240286436"
"2024-05-06 00:00:00","2024-05-06 17:00:00","Outer Mission","Missing Person","Missing Person","Open or Active","Ingleside","Missing Adult","240285682"
"2024-05-06 00:00:00","2024-05-06 17:00:00","Russian Hill","Warrant","Warrant","Cite or Arrest Adult","Northern","Warrant Arrest, Enroute To Outside Jurisdiction","240285444"
"2024-05-06 00:00:00","2024-05-06 17:30:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Person, $50-$200 (other than Pickpocket)","240289769"
"2024-05-06 00:00:00","2024-05-06 17:33:00","Lone Mountain/USF","Missing Person","Missing Person","Open or Active","Park","Found Person","240281179"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Assault","Assault","Cite or Arrest Adult","Richmond","Battery","240285977"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Warrant","Warrant","Cite or Arrest Adult","Richmond","Warrant Arrest, Enroute To Outside Jurisdiction","240285977"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Richmond","Theft, Shoplifting, $200-$950","240285977"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Warrant","Warrant","Cite or Arrest Adult","Richmond","Warrant Arrest, Enroute To Outside Jurisdiction","240285977"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Assault","Assault","Cite or Arrest Adult","Richmond","Battery","240285977"
"2024-05-06 00:00:00","2024-05-06 17:36:00","Lone Mountain/USF","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Richmond","Theft, Shoplifting, $200-$950","240285977"
"2024-05-06 00:00:00","2024-05-06 17:39:00","Chinatown","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Central","Investigative Detention","240285717"
"2024-05-06 00:00:00","2024-05-06 17:40:00","Financial District/South Beach","Lost Property","Lost Property","Open or Active","Central","Lost Property","240285864"
"2024-05-06 00:00:00","2024-05-06 17:46:00","Outer Richmond","Non-Criminal","Non-Criminal","Open or Active","Richmond","Dog, Bite or Attack","240285626"
"2024-05-06 00:00:00","2024-05-06 17:52:00","Russian Hill","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Northern","Malicious Mischief, Vandalism to Vehicle","240285723"
"2024-05-06 00:00:00","2024-05-06 17:52:00","Russian Hill","Assault","Assault","Cite or Arrest Adult","Northern","Assault, Aggravated, W/ Knife","240285723"
"2024-05-06 00:00:00","2024-05-06 17:57:00","South of Market","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Southern","Theft, Shoplifting, $200-$950","240286022"
"2024-05-06 00:00:00","2024-05-06 17:57:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Local SF Warrant","240286022"
"2024-05-06 00:00:00","2024-05-06 18:00:00","Financial District/South Beach","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Vehicle","240290948"
"2024-05-06 00:00:00","2024-05-06 18:00:00","Portola","Burglary","Burglary","Open or Active","Bayview","Burglary, Other Bldg., Forcible Entry","240287456"
"2024-05-06 00:00:00","2024-05-06 18:00:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $50-$200","246059990"
"2024-05-06 00:00:00","2024-05-06 18:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Shoplifting, >$950","240285654"
"2024-05-06 00:00:00","2024-05-06 18:07:00","West of Twin Peaks","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","240285698"
"2024-05-06 00:00:00","2024-05-06 18:10:00","Inner Richmond","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","Richmond","Traffic Violation Arrest","240285676"
"2024-05-06 00:00:00","2024-05-06 18:10:00","Inner Richmond","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Richmond","Driving, No License Issued","240285676"
"2024-05-06 00:00:00","2024-05-06 18:19:00","Excelsior","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240285660"
"2024-05-06 00:00:00","2024-05-06 18:24:00","Chinatown","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Central","Terrorist Threats","240285808"
"2024-05-06 00:00:00","2024-05-06 18:24:00","Chinatown","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Central","EPO or Restraining Order Violation, DVU related","240285808"
"2024-05-06 00:00:00","2024-05-06 18:24:00","Chinatown","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Central","Stalking","240285808"
"2024-05-06 00:00:00","2024-05-06 18:30:00","Mission","Missing Person","Missing Person","Open or Active","Mission","Missing Adult","240287854"
"2024-05-06 00:00:00","2024-05-06 18:30:00","West of Twin Peaks","Assault","Assault","Open or Active","Taraval","Assault, Non-Aggravated, Att.","240289480"
"2024-05-06 00:00:00","2024-05-06 18:32:00","Bernal Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240285814"
"2024-05-06 00:00:00","2024-05-06 18:47:00","Financial District/South Beach","Robbery","Robbery","Open or Active","Central","Robbery, Chain Store, W/ Knife","240285858"
"2024-05-06 00:00:00","2024-05-06 18:47:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Enroute To Outside Jurisdiction","240285842"
"2024-05-06 00:00:00","2024-05-06 18:47:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240285842"
"2024-05-06 00:00:00","2024-05-06 19:00:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240286812"
"2024-05-06 00:00:00","2024-05-06 19:00:00","Noe Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240286458"
"2024-05-06 00:00:00","2024-05-06 19:01:00","Bernal Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, $50-$200","240285820"
"2024-05-06 00:00:00","2024-05-06 19:03:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Battery","240285886"
"2024-05-06 00:00:00","2024-05-06 19:11:00","Noe Valley","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Mission","Domestic Violence (secondary only)","240285892"
"2024-05-06 00:00:00","2024-05-06 19:11:00","Noe Valley","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Mission","Violation of Restraining Order","240285892"
"2024-05-06 00:00:00","2024-05-06 19:26:00","Lakeshore","Recovered Vehicle","Recovered Vehicle","Open or Active","Taraval","Vehicle, Recovered, Mobile Home or House Trailer","240285870"
"2024-05-06 00:00:00","2024-05-06 19:28:00","Outer Mission","Non-Criminal","Non-Criminal","Open or Active","Ingleside","Mental Health Detention","240285933"
"2024-05-06 00:00:00","2024-05-06 19:41:00","Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Mission","Conspiracy","240285983"
"2024-05-06 00:00:00","2024-05-06 19:41:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Assault, Aggravated, W/ Force","240285983"
"2024-05-06 00:00:00","2024-05-06 19:41:00","Chinatown","Missing Person","Missing Person","Open or Active","Central","Found Person","240285024"
"2024-05-06 00:00:00","2024-05-06 19:52:00","Bernal Heights","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240285949"
"2024-05-06 00:00:00","2024-05-06 19:53:00","Excelsior","Larceny Theft","Larceny Theft","Cite or Arrest Adult","Ingleside","Theft, Shoplifting, <$50","240285961"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Presidio","Larceny Theft","Larceny Theft","Open or Active","Richmond","Theft, From Unlocked Vehicle, $50-$200","240286260"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Haight Ashbury","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Auto","240286533"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Outer Mission","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Ingleside","Violation of Restraining Order","240286414"
"2024-05-06 00:00:00","2024-05-06 20:00:00","Outer Mission","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Parole Violation, Adult","240286414"
